artist_name,album_name,album_url,total_tracks,release_date
UMEK,Toolroom Presents: UMEK,https://open.spotify.com/album/0CegCidJn8EuI4TwbA6ZHi,10,2014-11-10
UMEK,Rhythmia,https://open.spotify.com/album/23SmNT08uR5lPa0irk0sfp,10,2014-09-01
UMEK,Nothing But A Party,https://open.spotify.com/album/6K5wINx8ejwFviiELVS17C,20,2014-05-12
UMEK,Toolroom Knights Mixed By UMEK 2.0,https://open.spotify.com/album/6Lic4SbD0xd8i9ShOlB5Px,14,2013-04-29
UMEK,Out Of Play,https://open.spotify.com/album/5vb8JUFgx5C9hRld3ERQgD,11,2011-11-20
